MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
2025-03-07 15:00:00,종로구,0.0256,0.051,0.5,0.0038,73.0,57.0
2025-03-07 15:00:00,구로구,0.0157,0.0511,0.63,0.0058,92.0,60.0
2025-03-07 15:00:00,마포구,0.0235,0.0544,0.62,0.0045,72.0,50.0
2025-03-07 15:00:00,성북구,0.0278,0.0425,0.71,0.0038,78.0,47.0
2025-03-07 15:00:00,금천구,0.0227,0.0573,0.48,0.0044,66.0,49.0
2025-03-07 15:00:00,용산구,0.0204,0.0454,0.44,0.0041,60.0,34.0
2025-03-07 15:00:00,도봉구,0.0293,0.0494,0.58,0.0042,79.0,47.0
2025-03-07 15:00:00,은평구,0.021,0.043,0.81,0.0043,76.0,41.0
2025-03-07 15:00:00,양천구,0.0252,0.0579,0.78,0.0058,77.0,57.0
2025-03-07 15:00:00,강동구,0.0219,0.0535,0.57,0.0038,68.0,55.0
2025-03-07 14:00:00,마포구,0.0218,0.0523,0.57,0.004,75.0,52.0
2025-03-07 14:00:00,동작구,0.0147,0.0599,0.38,0.003,57.0,39.0
2025-03-07 14:00:00,강남구,0.0289,0.0373,0.53,0.0026,79.0,55.0
2025-03-07 14:00:00,중구,0.0311,0.0394,0.53,0.0039,75.0,60.0
2025-03-07 14:00:00,강동구,0.0,0.0,0.0,0.0,81.0,56.0
2025-03-07 14:00:00,종로구,0.0311,0.0432,0.54,0.0038,82.0,62.0
2025-03-07 14:00:00,강북구,0.0302,0.043,0.54,0.0037,85.0,59.0
2025-03-07 14:00:00,은평구,0.0244,0.0388,0.8,0.004,76.0,46.0
2025-03-07 14:00:00,강서구,0.0185,0.0573,0.71,0.0057,75.0,47.0
2025-03-07 14:00:00,용산구,0.0274,0.0385,0.5,0.0038,79.0,46.0
2025-03-07 14:00:00,관악구,0.0207,0.0479,0.49,0.0033,63.0,44.0
2025-03-07 14:00:00,영등포구,0.0216,0.0551,0.61,0.004,66.0,48.0
2025-03-07 14:00:00,광진구,0.0246,0.0541,0.55,0.0035,74.0,54.0
2025-03-07 14:00:00,양천구,0.019,0.0562,0.64,0.0047,61.0,50.0
2025-03-07 14:00:00,구로구,0.0142,0.0479,0.59,0.0052,82.0,55.0
2025-03-07 14:00:00,송파구,0.0259,0.0432,0.5,0.0033,81.0,59.0
2025-03-07 14:00:00,금천구,0.0212,0.0529,0.62,0.0039,70.0,49.0
2025-03-07 14:00:00,성북구,0.0317,0.038,0.73,0.0037,76.0,50.0
2025-03-07 14:00:00,노원구,0.0241,0.0449,0.49,0.003,83.0,60.0
2025-03-07 14:00:00,성동구,0.0,0.0,0.0,0.0,71.0,0.0
2025-03-07 14:00:00,중랑구,0.0296,0.0388,0.53,0.004,75.0,58.0
2025-03-07 14:00:00,도봉구,0.0268,0.0499,0.58,0.0043,69.0,43.0
2025-03-07 14:00:00,서초구,0.0226,0.0396,0.43,0.0032,81.0,49.0
2025-03-07 14:00:00,서대문구,0.0267,0.0476,0.65,0.0045,73.0,49.0
2025-03-07 14:00:00,동대문구,0.0268,0.042,0.51,0.0033,81.0,56.0
2025-03-07 13:00:00,성동구,0.0,0.0,0.0,0.0,74.0,0.0
2025-03-07 13:00:00,동작구,0.0223,0.0503,0.45,0.0032,84.0,58.0
2025-03-07 13:00:00,중랑구,0.0268,0.0385,0.53,0.0034,83.0,66.0
2025-03-07 13:00:00,동대문구,0.0302,0.0364,0.57,0.0037,88.0,59.0
2025-03-07 13:00:00,마포구,0.0308,0.0409,0.52,0.0034,80.0,56.0
2025-03-07 13:00:00,노원구,0.0242,0.0431,0.52,0.0031,89.0,69.0
2025-03-07 13:00:00,성북구,0.0307,0.0362,0.78,0.0037,86.0,49.0
2025-03-07 13:00:00,금천구,0.024,0.0469,0.73,0.0038,88.0,71.0
2025-03-07 13:00:00,송파구,0.027,0.04,0.52,0.0033,96.0,63.0
2025-03-07 13:00:00,구로구,0.015,0.043,0.51,0.0041,88.0,53.0
2025-03-07 13:00:00,양천구,0.0225,0.0518,0.73,0.0045,83.0,60.0
2025-03-07 13:00:00,광진구,0.0254,0.0509,0.58,0.0036,78.0,54.0
2025-03-07 13:00:00,영등포구,0.027,0.0479,0.54,0.0035,71.0,57.0
2025-03-07 13:00:00,관악구,0.0249,0.0421,0.48,0.0034,68.0,53.0
2025-03-07 13:00:00,서대문구,0.03,0.041,0.65,0.0043,75.0,47.0
2025-03-07 13:00:00,용산구,0.0341,0.0302,0.58,0.004,92.0,53.0
2025-03-07 13:00:00,강서구,0.0209,0.0562,1.05,0.0067,89.0,56.0
2025-03-07 13:00:00,은평구,0.0311,0.0317,0.8,0.0038,84.0,49.0
2025-03-07 13:00:00,강북구,0.0333,0.0384,0.59,0.0037,86.0,62.0
2025-03-07 13:00:00,종로구,0.0322,0.0401,0.56,0.0037,84.0,64.0
2025-03-07 13:00:00,강동구,0.0,0.0,0.0,0.0,92.0,75.0
2025-03-07 13:00:00,중구,0.0357,0.0309,0.61,0.0042,82.0,67.0
2025-03-07 13:00:00,강남구,0.0308,0.0295,0.56,0.003,85.0,54.0
2025-03-07 13:00:00,서초구,0.023,0.0331,0.5,0.0032,92.0,57.0
2025-03-07 13:00:00,도봉구,0.0291,0.0453,0.61,0.0045,80.0,45.0
2025-03-07 12:00:00,마포구,0.0397,0.0274,0.61,0.0034,84.0,56.0
2025-03-07 12:00:00,강남구,0.0353,0.0294,0.57,0.0032,84.0,57.0
2025-03-07 12:00:00,강동구,0.0275,0.0352,0.75,0.0037,87.0,67.0
2025-03-07 12:00:00,강북구,0.0366,0.0307,0.6,0.0033,87.0,62.0
2025-03-07 12:00:00,강서구,0.0318,0.0388,0.57,0.0036,91.0,56.0
2025-03-07 12:00:00,관악구,0.0347,0.0317,0.58,0.0032,76.0,55.0
2025-03-07 12:00:00,광진구,0.031,0.0375,0.64,0.0034,78.0,52.0
2025-03-07 12:00:00,구로구,0.0201,0.0337,0.46,0.0035,94.0,56.0
2025-03-07 12:00:00,금천구,0.0334,0.0342,0.55,0.0034,91.0,70.0
2025-03-07 12:00:00,노원구,0.0238,0.0383,0.53,0.0032,89.0,67.0
2025-03-07 12:00:00,도봉구,0.0306,0.0374,0.64,0.0043,81.0,49.0
2025-03-07 12:00:00,동대문구,0.0355,0.0291,0.61,0.0031,89.0,60.0
2025-03-07 12:00:00,동작구,0.0327,0.0352,0.54,0.0031,89.0,62.0
2025-03-07 12:00:00,서대문구,0.0333,0.0345,0.71,0.0044,79.0,52.0
2025-03-07 12:00:00,서초구,0.0314,0.0217,0.55,0.0032,102.0,66.0
2025-03-07 12:00:00,성동구,0.0307,0.0337,0.54,0.0035,75.0,49.0
2025-03-07 12:00:00,성북구,0.0332,0.0316,0.79,0.0037,82.0,52.0
2025-03-07 12:00:00,송파구,0.0,0.0,0.0,0.0,58.0,0.0
2025-03-07 12:00:00,양천구,0.0356,0.0355,0.63,0.0038,81.0,62.0
2025-03-07 12:00:00,영등포구,0.0375,0.0321,0.59,0.0036,75.0,58.0
2025-03-07 12:00:00,용산구,0.0361,0.0267,0.63,0.0039,83.0,62.0
2025-03-07 12:00:00,은평구,0.0315,0.0288,0.81,0.0037,91.0,52.0
2025-03-07 12:00:00,종로구,0.0326,0.0373,0.58,0.0039,83.0,66.0
2025-03-07 12:00:00,중구,0.0382,0.0252,0.65,0.0033,74.0,63.0
2025-03-07 12:00:00,중랑구,0.0278,0.033,0.55,0.0037,80.0,64.0
2025-03-07 11:00:00,강남구,0.0473,0.0156,0.66,0.003,80.0,53.0
2025-03-07 11:00:00,동대문구,0.0379,0.0228,0.63,0.003,81.0,55.0
2025-03-07 11:00:00,송파구,0.0,0.0,0.0,0.0,67.0,0.0
2025-03-07 11:00:00,서초구,0.0306,0.0167,0.6,0.0031,96.0,61.0
2025-03-07 11:00:00,중구,0.0423,0.0188,0.77,0.0035,74.0,65.0
2025-03-07 11:00:00,영등포구,0.0483,0.0184,0.69,0.0029,74.0,57.0
2025-03-07 11:00:00,금천구,0.0342,0.0315,0.59,0.0034,89.0,67.0
2025-03-07 11:00:00,은평구,0.0338,0.0238,0.83,0.0037,86.0,51.0
2025-03-07 11:00:00,성북구,0.0404,0.0177,0.87,0.0036,77.0,54.0
2025-03-07 11:00:00,마포구,0.04,0.0237,0.63,0.0034,83.0,55.0
2025-03-07 11:00:00,구로구,0.0254,0.0234,0.55,0.0033,83.0,64.0
2025-03-07 11:00:00,강북구,0.0352,0.0267,0.61,0.0032,88.0,67.0
2025-03-07 11:00:00,중랑구,0.0286,0.0251,0.56,0.003,76.0,60.0
2025-03-07 11:00:00,서대문구,0.0356,0.0273,0.76,0.0046,77.0,51.0
2025-03-07 11:00:00,동작구,0.0335,0.0287,0.55,0.003,85.0,60.0
2025-03-07 11:00:00,노원구,0.0252,0.0326,0.54,0.0031,84.0,66.0
2025-03-07 11:00:00,종로구,0.044,0.0214,0.68,0.0036,85.0,64.0
2025-03-07 11:00:00,용산구,0.0409,0.0186,0.66,0.0041,82.0,54.0
2025-03-07 11:00:00,양천구,0.0469,0.0203,0.71,0.003,81.0,59.0
2025-03-07 11:00:00,성동구,0.0366,0.0242,0.59,0.0031,75.0,47.0
2025-03-07 11:00:00,광진구,0.0383,0.0244,0.7,0.0034,70.0,50.0
2025-03-07 11:00:00,강동구,0.0299,0.0264,0.75,0.0035,83.0,58.0
2025-03-07 11:00:00,강서구,0.0467,0.0219,0.7,0.0034,84.0,55.0
2025-03-07 11:00:00,관악구,0.0425,0.0205,0.64,0.003,68.0,51.0
2025-03-07 11:00:00,도봉구,0.0318,0.0296,0.65,0.004,78.0,48.0
2025-03-07 10:00:00,성북구,0.0435,0.0103,0.91,0.0036,72.0,51.0
2025-03-07 10:00:00,구로구,0.0311,0.0136,0.63,0.0032,90.0,59.0
2025-03-07 10:00:00,서대문구,0.0395,0.0183,0.84,0.0048,76.0,51.0
2025-03-07 10:00:00,양천구,0.0516,0.0121,0.76,0.0032,71.0,55.0
2025-03-07 10:00:00,관악구,0.048,0.0143,0.71,0.0029,64.0,51.0
2025-03-07 10:00:00,동대문구,0.039,0.0164,0.62,0.0029,75.0,56.0
2025-03-07 10:00:00,강동구,0.0363,0.0173,0.81,0.0035,80.0,55.0
2025-03-07 10:00:00,중구,0.053,0.0064,0.81,0.0032,74.0,58.0
2025-03-07 10:00:00,영등포구,0.0524,0.0116,0.72,0.003,66.0,54.0
2025-03-07 10:00:00,서초구,0.0306,0.0137,0.61,0.0029,87.0,54.0
2025-03-07 10:00:00,도봉구,0.0342,0.0214,0.67,0.0039,72.0,52.0
2025-03-07 10:00:00,성동구,0.0452,0.0106,0.66,0.0032,70.0,46.0
2025-03-07 10:00:00,강남구,0.048,0.0103,0.64,0.0024,71.0,53.0
2025-03-07 10:00:00,종로구,0.044,0.015,0.69,0.0033,79.0,58.0
2025-03-07 10:00:00,노원구,0.0292,0.0254,0.57,0.0028,78.0,56.0
2025-03-07 10:00:00,광진구,0.0428,0.0155,0.74,0.0034,66.0,45.0
2025-03-07 10:00:00,강북구,0.0403,0.0173,0.7,0.0031,82.0,62.0
2025-03-07 10:00:00,중랑구,0.0355,0.0158,0.65,0.0029,69.0,54.0
2025-03-07 10:00:00,용산구,0.0429,0.012,0.68,0.0035,74.0,53.0
2025-03-07 10:00:00,은평구,0.0343,0.0201,0.86,0.0035,78.0,44.0
2025-03-07 10:00:00,금천구,0.0412,0.0182,0.7,0.0031,80.0,58.0
2025-03-07 10:00:00,동작구,0.0449,0.0145,0.66,0.0029,76.0,55.0
2025-03-07 10:00:00,마포구,0.047,0.0136,0.68,0.0035,78.0,55.0
2025-03-07 10:00:00,강서구,0.0468,0.017,0.76,0.003,76.0,46.0
2025-03-07 10:00:00,송파구,0.0402,0.0156,0.61,0.0034,69.0,46.0
2025-03-07 09:00:00,종로구,0.0518,0.0073,0.79,0.0029,72.0,56.0
2025-03-07 09:00:00,서초구,0.0355,0.0082,0.65,0.0028,72.0,50.0
2025-03-07 09:00:00,구로구,0.0319,0.0081,0.58,0.0028,82.0,58.0
2025-03-07 09:00:00,노원구,0.0534,0.0074,0.83,0.0036,80.0,58.0
2025-03-07 09:00:00,은평구,0.047,0.008,1.07,0.0033,63.0,41.0
2025-03-07 09:00:00,성북구,0.0446,0.0079,0.93,0.0035,68.0,46.0
2025-03-07 09:00:00,중랑구,0.047,0.0057,0.86,0.0029,66.0,50.0
2025-03-07 09:00:00,송파구,0.0434,0.0079,0.62,0.0029,61.0,45.0
2025-03-07 09:00:00,도봉구,0.0448,0.0118,0.81,0.0037,68.0,46.0
2025-03-07 09:00:00,마포구,0.0609,0.0057,0.78,0.0033,67.0,49.0
2025-03-07 09:00:00,관악구,0.0584,0.0078,0.84,0.0027,63.0,48.0
2025-03-07 09:00:00,강동구,0.0496,0.0046,0.96,0.0035,71.0,56.0
2025-03-07 09:00:00,동작구,0.0514,0.0066,0.73,0.0024,71.0,50.0
2025-03-07 09:00:00,중구,0.058,0.0026,0.92,0.0034,66.0,54.0
2025-03-07 09:00:00,강북구,0.0378,0.0177,0.76,0.0027,71.0,46.0
2025-03-07 09:00:00,금천구,0.0447,0.0087,0.75,0.0028,76.0,58.0
2025-03-07 09:00:00,동대문구,0.0469,0.0073,0.74,0.0027,68.0,46.0
2025-03-07 09:00:00,서대문구,0.046,0.0102,1.09,0.006,61.0,43.0
2025-03-07 09:00:00,영등포구,0.0514,0.0104,0.71,0.003,61.0,48.0
2025-03-07 09:00:00,성동구,0.045,0.0068,0.6,0.0024,64.0,42.0
2025-03-07 09:00:00,광진구,0.0457,0.0093,0.73,0.0033,58.0,43.0
2025-03-07 09:00:00,용산구,0.0483,0.0063,0.74,0.0033,66.0,46.0
2025-03-07 09:00:00,강서구,0.046,0.0157,0.66,0.0032,70.0,46.0
2025-03-07 09:00:00,양천구,0.0496,0.0097,0.73,0.003,66.0,50.0
2025-03-07 09:00:00,강남구,0.0502,0.0063,0.7,0.0027,65.0,48.0
2025-03-07 08:00:00,서대문구,0.0509,0.0046,0.97,0.005,60.0,37.0
2025-03-07 08:00:00,중랑구,0.0481,0.0056,0.8,0.0027,61.0,47.0
2025-03-07 08:00:00,도봉구,0.0331,0.022,0.66,0.0036,66.0,41.0
2025-03-07 08:00:00,영등포구,0.056,0.0042,0.69,0.0028,59.0,47.0
2025-03-07 08:00:00,강북구,0.0225,0.0255,0.6,0.0023,68.0,48.0
2025-03-07 08:00:00,마포구,0.0613,0.0037,0.68,0.0025,63.0,47.0
2025-03-07 08:00:00,성동구,0.0475,0.003,0.64,0.0022,57.0,38.0
2025-03-07 08:00:00,양천구,0.0549,0.0048,0.76,0.0025,69.0,52.0
2025-03-07 08:00:00,노원구,0.0595,0.0034,0.93,0.0038,87.0,67.0
2025-03-07 08:00:00,종로구,0.0563,0.0046,0.78,0.0027,73.0,54.0
2025-03-07 08:00:00,송파구,0.0479,0.0027,0.71,0.0029,61.0,41.0
2025-03-07 08:00:00,관악구,0.0611,0.0041,0.79,0.0031,61.0,45.0
2025-03-07 08:00:00,성북구,0.0435,0.0085,0.91,0.0033,65.0,43.0
2025-03-07 08:00:00,용산구,0.0516,0.0031,0.73,0.0032,62.0,40.0
2025-03-07 08:00:00,강서구,0.0612,0.0044,0.79,0.0033,69.0,49.0
2025-03-07 08:00:00,강남구,0.0539,0.0027,0.74,0.0028,59.0,42.0
2025-03-07 08:00:00,금천구,0.05,0.0049,0.69,0.0026,79.0,56.0
2025-03-07 08:00:00,광진구,0.0496,0.0056,0.73,0.0031,59.0,39.0
2025-03-07 08:00:00,강동구,0.0463,0.004,0.93,0.0032,59.0,51.0
2025-03-07 08:00:00,구로구,0.0357,0.0041,0.58,0.0026,73.0,52.0
2025-03-07 08:00:00,동대문구,0.052,0.0047,0.72,0.003,68.0,47.0
2025-03-07 08:00:00,중구,0.0572,0.0004,0.83,0.0031,63.0,51.0
2025-03-07 08:00:00,동작구,0.0567,0.0036,0.79,0.0024,68.0,52.0
2025-03-07 08:00:00,서초구,0.0455,0.0028,0.77,0.0028,69.0,49.0
2025-03-07 08:00:00,은평구,0.0409,0.01,0.85,0.0031,64.0,38.0
2025-03-07 07:00:00,구로구,0.0399,0.002,0.59,0.0028,70.0,51.0
2025-03-07 07:00:00,성동구,0.0484,0.0017,0.69,0.0021,54.0,37.0
2025-03-07 07:00:00,은평구,0.0306,0.0162,0.74,0.003,62.0,36.0
2025-03-07 07:00:00,마포구,0.0478,0.0121,0.54,0.0023,59.0,44.0
2025-03-07 07:00:00,도봉구,0.0326,0.0212,0.64,0.0034,61.0,33.0
2025-03-07 07:00:00,금천구,0.0552,0.0018,0.84,0.0028,67.0,47.0
2025-03-07 07:00:00,중구,0.0501,0.0042,0.65,0.0028,59.0,52.0
2025-03-07 07:00:00,강북구,0.0205,0.0289,0.61,0.0021,66.0,47.0
2025-03-07 07:00:00,광진구,0.0461,0.0062,0.66,0.0029,58.0,40.0
2025-03-07 07:00:00,동대문구,0.0459,0.009,0.64,0.0021,70.0,45.0
2025-03-07 07:00:00,종로구,0.0528,0.006,0.73,0.0024,69.0,54.0
2025-03-07 07:00:00,강동구,0.0422,0.0041,0.8,0.0029,60.0,47.0
2025-03-07 07:00:00,서초구,0.0359,0.0047,0.63,0.0025,74.0,46.0
2025-03-07 07:00:00,양천구,0.0631,0.0016,0.78,0.0026,69.0,53.0
2025-03-07 07:00:00,용산구,0.0539,0.0019,0.71,0.0029,62.0,41.0
2025-03-07 07:00:00,송파구,0.046,0.0029,0.62,0.0028,59.0,39.0
2025-03-07 07:00:00,성북구,0.0472,0.0051,0.89,0.0034,60.0,43.0
2025-03-07 07:00:00,영등포구,0.0532,0.0077,0.62,0.0025,59.0,47.0
2025-03-07 07:00:00,노원구,0.0532,0.0048,0.82,0.0033,77.0,60.0
2025-03-07 07:00:00,서대문구,0.0433,0.0085,0.91,0.0054,60.0,38.0
2025-03-07 07:00:00,중랑구,0.0346,0.0132,0.67,0.0028,62.0,50.0
2025-03-07 07:00:00,관악구,0.0546,0.0064,0.72,0.0021,58.0,46.0
2025-03-07 07:00:00,강서구,0.0398,0.0134,0.61,0.0029,70.0,45.0
2025-03-07 07:00:00,동작구,0.056,0.0036,0.73,0.002,68.0,51.0
2025-03-07 07:00:00,강남구,0.05,0.0019,0.64,0.0023,58.0,44.0
2025-03-07 06:00:00,광진구,0.0407,0.01,0.65,0.0029,57.0,41.0
2025-03-07 06:00:00,영등포구,0.0408,0.0232,0.52,0.0027,58.0,47.0
2025-03-07 06:00:00,마포구,0.0488,0.0092,0.57,0.0024,57.0,46.0
2025-03-07 06:00:00,서대문구,0.0282,0.022,0.95,0.0074,57.0,40.0
2025-03-07 06:00:00,동대문구,0.0434,0.0091,0.66,0.0026,69.0,44.0
2025-03-07 06:00:00,중랑구,0.0397,0.0096,0.68,0.0026,63.0,47.0
2025-03-07 06:00:00,강동구,0.0365,0.0068,0.76,0.0029,60.0,53.0
2025-03-07 06:00:00,서초구,0.0278,0.0146,0.51,0.0024,73.0,44.0
2025-03-07 06:00:00,도봉구,0.0327,0.0206,0.64,0.0035,62.0,40.0
2025-03-07 06:00:00,중구,0.0362,0.013,0.6,0.0028,59.0,52.0
2025-03-07 06:00:00,강북구,0.0168,0.0317,0.53,0.0021,64.0,48.0
2025-03-07 06:00:00,동작구,0.0437,0.014,0.57,0.002,67.0,51.0
2025-03-07 06:00:00,성동구,0.0466,0.0031,0.66,0.0021,56.0,37.0
2025-03-07 06:00:00,노원구,0.0393,0.0144,0.73,0.003,72.0,51.0
2025-03-07 06:00:00,종로구,0.0542,0.0061,0.75,0.0026,69.0,53.0
2025-03-07 06:00:00,강서구,0.0321,0.02,0.59,0.0025,69.0,46.0
2025-03-07 06:00:00,성북구,0.0411,0.0099,0.85,0.0032,67.0,39.0
2025-03-07 06:00:00,금천구,0.0471,0.0075,1.26,0.002,61.0,48.0
2025-03-07 06:00:00,은평구,0.0179,0.0264,0.7,0.0029,58.0,36.0
2025-03-07 06:00:00,송파구,0.0408,0.0076,0.57,0.0025,61.0,44.0
2025-03-07 06:00:00,관악구,0.0474,0.0116,0.66,0.0024,58.0,46.0
2025-03-07 06:00:00,구로구,0.0347,0.0089,0.53,0.0025,69.0,48.0
2025-03-07 06:00:00,용산구,0.0474,0.0071,0.67,0.0028,61.0,44.0
2025-03-07 06:00:00,양천구,0.0451,0.0144,0.63,0.0021,67.0,52.0
2025-03-07 06:00:00,강남구,0.0451,0.0047,0.61,0.0023,61.0,44.0
2025-03-07 05:00:00,송파구,0.0392,0.0111,0.63,0.0026,64.0,42.0
2025-03-07 05:00:00,동작구,0.0403,0.018,0.57,0.002,67.0,50.0
2025-03-07 05:00:00,서대문구,0.0215,0.0294,0.97,0.0077,59.0,41.0
2025-03-07 05:00:00,동대문구,0.0503,0.0071,0.75,0.0024,70.0,44.0
2025-03-07 05:00:00,서초구,0.0227,0.0207,0.49,0.0025,69.0,48.0
2025-03-07 05:00:00,도봉구,0.0285,0.0256,0.64,0.0034,55.0,39.0
2025-03-07 05:00:00,성동구,0.0446,0.0078,0.65,0.002,55.0,40.0
2025-03-07 05:00:00,노원구,0.0318,0.0201,0.61,0.0029,80.0,65.0
2025-03-07 05:00:00,성북구,0.0426,0.0087,0.84,0.0032,59.0,41.0
2025-03-07 05:00:00,금천구,0.0472,0.007,1.08,0.0026,62.0,48.0
2025-03-07 05:00:00,양천구,0.039,0.0199,0.64,0.0023,65.0,51.0
2025-03-07 05:00:00,구로구,0.0225,0.0233,0.48,0.0026,69.0,50.0
2025-03-07 05:00:00,영등포구,0.0258,0.0298,0.53,0.0022,58.0,45.0
2025-03-07 05:00:00,광진구,0.0391,0.0128,0.64,0.0026,60.0,43.0
2025-03-07 05:00:00,용산구,0.0401,0.0132,0.64,0.0029,60.0,43.0
2025-03-07 05:00:00,강남구,0.0463,0.0085,0.63,0.0026,62.0,45.0
2025-03-07 05:00:00,관악구,0.0439,0.015,0.69,0.0021,59.0,46.0
2025-03-07 05:00:00,은평구,0.0143,0.0279,0.69,0.0029,53.0,35.0
2025-03-07 05:00:00,강서구,0.0335,0.0217,0.55,0.003,67.0,44.0
2025-03-07 05:00:00,종로구,0.0426,0.0144,0.69,0.0023,68.0,53.0
2025-03-07 05:00:00,강북구,0.0133,0.0365,0.47,0.0023,64.0,46.0
2025-03-07 05:00:00,중구,0.0465,0.0167,0.61,0.0029,58.0,51.0
2025-03-07 05:00:00,강동구,0.0371,0.0111,0.8,0.0031,61.0,42.0
2025-03-07 05:00:00,중랑구,0.0345,0.0147,0.68,0.0026,63.0,49.0
2025-03-07 05:00:00,마포구,0.0303,0.0246,0.56,0.0023,58.0,46.0
2025-03-07 04:00:00,양천구,0.0311,0.03,0.56,0.0025,62.0,50.0
2025-03-07 04:00:00,금천구,0.0366,0.0172,0.59,0.0021,60.0,52.0
2025-03-07 04:00:00,노원구,0.031,0.0221,0.66,0.0031,80.0,62.0
2025-03-07 04:00:00,송파구,0.0417,0.0127,0.65,0.0025,65.0,40.0
2025-03-07 04:00:00,종로구,0.024,0.0348,0.56,0.0023,66.0,52.0
2025-03-07 04:00:00,중구,0.0272,0.028,0.54,0.0027,62.0,50.0
2025-03-07 04:00:00,동대문구,0.0307,0.0251,0.64,0.0023,68.0,46.0
2025-03-07 04:00:00,영등포구,0.0278,0.0312,0.52,0.0025,59.0,45.0
2025-03-07 04:00:00,은평구,0.0138,0.0298,0.67,0.0029,55.0,37.0
2025-03-07 04:00:00,마포구,0.0272,0.0284,0.55,0.0024,62.0,43.0
2025-03-07 04:00:00,성동구,0.0371,0.0202,0.63,0.0024,60.0,41.0
2025-03-07 04:00:00,관악구,0.0359,0.0231,0.62,0.0022,59.0,44.0
2025-03-07 04:00:00,서초구,0.0173,0.033,0.46,0.0027,78.0,44.0
2025-03-07 04:00:00,강동구,0.0495,0.0041,0.88,0.0032,64.0,50.0
2025-03-07 04:00:00,광진구,0.0389,0.017,0.64,0.0029,63.0,45.0
2025-03-07 04:00:00,구로구,0.0175,0.0311,0.47,0.0028,72.0,48.0
2025-03-07 04:00:00,강남구,0.0293,0.0263,0.58,0.0022,65.0,47.0
2025-03-07 04:00:00,서대문구,0.0218,0.0298,0.95,0.0069,57.0,39.0
2025-03-07 04:00:00,강북구,0.0157,0.034,0.5,0.0025,65.0,47.0
2025-03-07 04:00:00,성북구,0.0377,0.0136,0.83,0.0034,58.0,40.0
2025-03-07 04:00:00,동작구,0.0384,0.0206,0.61,0.0022,64.0,48.0
2025-03-07 04:00:00,강서구,0.0251,0.0325,0.5,0.0027,71.0,44.0
2025-03-07 04:00:00,중랑구,0.0337,0.0151,0.7,0.0025,64.0,50.0
2025-03-07 04:00:00,도봉구,0.0249,0.0312,0.63,0.0035,61.0,38.0
2025-03-07 04:00:00,용산구,0.0352,0.0202,0.65,0.003,59.0,46.0
2025-03-07 03:00:00,구로구,0.0131,0.0383,0.42,0.0029,74.0,50.0
2025-03-07 03:00:00,성북구,0.0365,0.0156,0.87,0.0035,59.0,41.0
2025-03-07 03:00:00,강동구,0.0482,0.0095,0.86,0.0032,68.0,51.0
2025-03-07 03:00:00,강북구,0.013,0.0378,0.5,0.0023,66.0,45.0
2025-03-07 03:00:00,종로구,0.0203,0.0396,0.55,0.0024,68.0,52.0
2025-03-07 03:00:00,성동구,0.0334,0.0251,0.6,0.0024,58.0,38.0
2025-03-07 03:00:00,양천구,0.0225,0.0393,0.53,0.0027,67.0,51.0
2025-03-07 03:00:00,금천구,0.031,0.0244,0.56,0.0026,61.0,47.0
2025-03-07 03:00:00,강남구,0.0263,0.0306,0.58,0.0022,63.0,46.0
2025-03-07 03:00:00,영등포구,0.0288,0.038,0.5,0.0026,59.0,47.0
2025-03-07 03:00:00,마포구,0.0267,0.0319,0.53,0.0022,61.0,44.0
2025-03-07 03:00:00,동대문구,0.0254,0.0315,0.59,0.0022,70.0,47.0
2025-03-07 03:00:00,관악구,0.0339,0.0263,0.59,0.0022,60.0,44.0
2025-03-07 03:00:00,중랑구,0.0302,0.0199,0.65,0.0028,65.0,51.0
2025-03-07 03:00:00,서초구,0.0182,0.0326,0.47,0.0028,75.0,43.0
2025-03-07 03:00:00,광진구,0.0337,0.025,0.68,0.0029,62.0,45.0
2025-03-07 03:00:00,동작구,0.0363,0.0233,0.52,0.0022,67.0,50.0
2025-03-07 03:00:00,도봉구,0.0238,0.0349,0.62,0.0037,58.0,38.0
2025-03-07 03:00:00,은평구,0.012,0.0312,0.67,0.0028,58.0,31.0
2025-03-07 03:00:00,송파구,0.052,0.0074,0.64,0.0025,65.0,44.0
2025-03-07 03:00:00,중구,0.0238,0.032,0.56,0.0029,63.0,51.0
2025-03-07 03:00:00,용산구,0.0319,0.0233,0.63,0.0029,60.0,42.0
2025-03-07 03:00:00,노원구,0.0281,0.027,0.61,0.0031,74.0,57.0
2025-03-07 03:00:00,강서구,0.0216,0.0366,0.5,0.003,68.0,46.0
2025-03-07 03:00:00,서대문구,0.0161,0.0362,1.07,0.0082,52.0,38.0
2025-03-07 02:00:00,양천구,0.022,0.0424,0.52,0.0029,63.0,52.0
2025-03-07 02:00:00,중랑구,0.0261,0.0256,0.65,0.0027,63.0,50.0
2025-03-07 02:00:00,서대문구,0.0174,0.0377,0.96,0.0066,55.0,34.0
2025-03-07 02:00:00,영등포구,0.0178,0.0433,0.5,0.0021,58.0,46.0
2025-03-07 02:00:00,관악구,0.023,0.0384,0.5,0.0024,57.0,41.0
2025-03-07 02:00:00,광진구,0.0373,0.0255,0.7,0.0031,62.0,46.0
2025-03-07 02:00:00,구로구,0.0119,0.0416,0.4,0.0029,73.0,45.0
2025-03-07 02:00:00,은평구,0.0139,0.0293,0.72,0.0028,58.0,32.0
